Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Churn,Int'l Plan,VMail Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone
113,0,216,219,207,7,4,0,0,0,129,37,117,19,91,9,9,2,ME,415,398-4313
94,0,182,200,288,7,1,0,0,0,98,31,88,17,114,13,5,2,MN,415,412-4399
67,0,172,110,195,12,2,0,0,0,80,29,81,9,111,9,4,3,MD,415,330-1835
127,0,267,265,207,6,1,1,0,0,106,45,168,23,119,9,2,2,FL,415,416-1676
121,0,170,351,297,11,0,1,0,0,108,29,68,30,87,13,3,3,RI,408,329-7347
158,0,158,293,241,9,1,0,0,0,106,27,114,25,89,11,4,2,IA,415,360-6868
136,0,92,254,214,10,1,0,0,0,117,16,77,22,90,10,10,3,AZ,510,405-6641
196,0,234,250,173,9,2,0,0,0,109,40,114,21,70,8,5,2,MO,415,393-2373
113,0,272,269,214,9,1,1,0,0,111,46,118,23,105,10,10,2,VT,415,419-1714
122,0,296,215,134,11,4,1,0,0,99,50,89,18,107,6,3,3,IN,408,336-3819
112,0,194,190,183,11,0,0,0,0,101,33,82,16,107,8,2,3,RI,510,341-3464
209,0,227,258,184,9,3,0,0,0,128,39,92,22,74,8,4,2,SD,415,413-5310
62,0,249,220,266,13,1,1,0,0,109,42,118,19,78,12,2,4,MN,415,366-7912
110,38,236,196,184,10,1,0,0,1,102,40,112,17,82,8,6,3,TX,415,399-8845
16,0,206,170,220,11,0,0,0,0,69,35,93,14,64,10,3,3,VA,510,368-2583
73,0,94,280,205,10,0,0,0,0,136,16,122,24,77,9,4,3,MA,408,360-6309
128,0,125,205,254,19,0,0,0,0,99,21,107,17,111,11,2,5,ID,408,359-5890
39,0,60,306,124,12,1,0,0,0,158,10,120,26,46,6,3,3,MA,408,332-2462
103,28,121,270,161,8,2,0,0,1,105,21,100,23,76,7,4,2,GA,415,381-9196
119,29,118,257,148,8,3,0,0,1,66,20,114,22,76,7,3,2,RI,415,329-3222
173,21,232,212,273,5,3,0,0,1,96,40,118,18,102,12,5,1,ID,510,363-5819
128,32,224,189,155,9,2,1,1,1,81,38,74,16,101,7,2,3,SD,510,413-9269
86,0,176,259,287,6,0,0,0,0,79,30,97,22,78,13,3,2,MA,510,330-7483
114,32,125,178,232,13,1,0,0,1,79,21,105,15,89,10,3,3,WY,415,403-7775
104,0,139,257,235,10,0,0,0,0,107,24,113,22,74,11,3,3,VA,408,360-2479
148,0,86,247,252,11,1,0,0,0,134,15,92,21,91,11,4,3,OR,415,394-3791
129,0,207,155,245,13,3,0,0,0,91,35,121,13,112,11,5,4,VA,408,384-2632
100,30,59,220,152,7,0,0,0,1,104,10,107,19,118,7,3,2,ME,510,359-8466
121,35,69,209,197,11,1,0,0,1,95,12,69,18,42,9,4,3,AL,408,331-8909
143,33,239,236,156,10,1,0,0,1,109,41,112,20,95,7,4,3,GA,408,359-5160
76,0,198,217,188,13,0,0,0,0,130,34,86,18,96,8,3,3,IA,510,330-9833
158,0,205,241,80,14,0,0,0,0,97,35,77,20,108,4,12,4,AZ,510,362-2314
116,0,192,313,130,8,3,0,0,0,98,33,135,27,94,6,2,2,FL,510,338-8478
54,0,273,249,197,10,1,1,0,0,83,46,74,21,111,9,2,3,MT,415,387-5453
86,0,128,197,138,12,7,1,0,0,121,22,93,17,152,6,5,3,AL,415,380-3437
108,0,170,264,206,9,0,0,0,0,99,29,87,22,78,9,4,3,DE,510,365-8779
66,0,201,153,233,8,1,0,0,0,95,34,66,13,101,10,4,2,MT,510,407-2750
151,17,215,139,169,9,1,0,0,1,97,37,90,12,44,8,4,2,KY,408,396-8265
99,0,169,272,170,11,0,0,0,0,70,29,77,23,104,8,2,3,SC,510,397-4304
55,0,194,177,303,7,2,0,0,0,121,33,110,15,136,14,7,2,WA,415,333-2611
77,0,234,267,213,8,2,0,0,0,104,40,94,23,104,10,3,2,OR,510,409-8814
78,0,225,199,176,15,0,0,0,0,67,38,127,17,102,8,2,4,AK,408,336-5406
89,0,213,177,263,9,1,1,0,0,63,36,71,15,126,12,1,2,GA,415,343-6940
101,0,184,256,275,11,1,0,0,0,115,31,101,22,145,12,11,3,MN,415,361-9923
44,34,222,162,228,14,0,0,0,1,105,38,85,14,62,10,7,4,IL,415,350-6639
98,21,65,176,245,0,2,0,0,1,98,11,86,15,84,11,0,0,IN,408,376-4300
64,37,155,83,166,13,1,0,0,1,92,26,103,7,99,7,3,4,SC,510,349-6567
141,0,260,179,135,7,3,0,0,0,131,44,120,15,119,6,8,2,VA,415,333-7749
81,33,162,123,261,12,1,0,0,1,117,27,90,10,101,12,5,3,WI,415,408-6089
162,0,221,155,187,11,1,0,0,0,117,38,121,13,89,8,11,3,VT,510,375-2165
83,41,156,162,128,13,3,0,0,1,122,27,107,14,105,6,5,4,AZ,415,400-6999
100,0,107,106,243,13,4,1,0,0,63,18,67,9,74,11,3,3,FL,510,420-7823
59,0,183,205,230,11,4,0,0,0,104,31,95,17,100,10,8,3,AK,510,366-5241
179,38,220,234,237,10,4,0,1,1,78,37,71,20,85,11,4,3,AR,415,413-3412
79,0,152,177,96,5,1,0,0,0,112,26,132,15,87,4,3,1,AR,408,406-2752
117,0,182,205,204,15,2,0,0,0,95,31,88,17,82,9,9,4,AK,415,337-8078
64,0,236,219,194,13,2,1,1,0,77,40,85,19,97,9,2,4,MS,408,402-1942
31,0,166,79,214,13,1,0,0,0,105,28,93,7,98,10,2,3,ME,415,371-7917
124,0,245,189,206,11,1,0,1,0,89,42,80,16,114,9,4,3,CA,408,343-6374
122,23,134,227,122,9,2,0,0,1,85,23,132,19,96,6,2,2,NM,408,385-8730
37,39,150,211,114,9,1,0,1,1,122,25,75,18,90,5,4,2,NE,408,393-7892
90,29,150,265,178,6,1,0,0,1,109,26,103,23,97,8,4,2,SC,408,407-6748
159,0,257,312,183,9,1,1,1,0,53,44,127,27,82,8,6,2,CO,408,341-4463
148,0,124,180,253,11,0,0,0,0,83,21,81,15,99,11,6,3,DE,415,351-2587
39,36,142,232,222,12,1,0,0,1,121,24,113,20,131,10,5,3,OH,415,421-9752
77,0,230,103,310,11,2,0,0,0,87,39,138,9,136,14,3,3,MS,408,356-4001
194,0,162,214,192,11,0,0,0,0,88,28,118,18,81,9,2,3,OK,408,328-9869
154,0,351,217,254,10,1,1,0,0,75,60,94,18,100,11,9,3,CO,415,343-5709
112,0,193,264,129,9,4,0,0,0,96,33,123,22,115,6,3,2,NC,415,334-1872
45,0,78,253,255,18,1,0,0,0,127,13,108,22,100,11,3,5,MD,415,350-1040
132,0,83,232,147,8,1,0,0,0,110,14,137,20,114,7,5,2,KS,415,369-3214
128,0,196,268,165,16,0,0,0,0,99,33,120,23,76,7,2,4,MA,415,385-6778
135,0,202,225,204,10,1,0,0,0,81,34,114,19,82,9,6,3,NC,415,383-7689
56,0,197,223,225,11,2,0,0,0,110,33,102,19,91,10,6,3,NM,408,385-5722
151,0,218,114,269,12,0,1,1,0,57,37,88,10,95,12,1,3,CA,415,357-1909
32,0,165,230,167,15,2,0,0,0,98,28,96,20,108,8,2,4,NY,415,364-3567
90,0,179,211,277,9,2,0,0,0,77,30,99,18,58,12,6,2,AZ,415,422-4241
87,21,214,180,135,11,0,0,0,1,113,36,114,15,82,6,5,3,SD,415,370-2957
138,0,171,118,188,11,2,0,0,0,87,29,116,10,111,8,7,3,DC,415,329-6562
79,0,206,215,226,7,1,0,0,0,123,35,108,18,106,10,18,2,ND,408,363-3515
95,0,166,286,199,12,1,1,1,0,84,28,112,24,89,9,2,3,MO,415,374-7787
127,0,221,161,233,7,2,0,0,0,100,38,113,14,96,10,4,2,KS,415,345-2931
137,0,242,191,219,15,3,0,0,0,118,41,93,16,50,10,2,4,SD,510,373-5732
97,0,152,155,240,15,1,0,0,0,107,26,96,13,112,11,4,4,OK,415,348-7437
149,0,176,145,250,6,0,0,1,0,87,30,81,12,92,11,4,2,OR,415,332-9460
117,22,196,323,226,4,1,0,1,1,82,33,82,27,120,10,5,1,IN,415,355-6531
84,0,160,247,188,7,2,0,0,0,125,27,90,21,82,8,4,2,OH,408,336-9390
137,0,230,220,205,11,4,0,0,0,113,39,79,19,111,9,7,3,KS,415,346-8581
99,0,147,274,321,9,3,0,0,0,64,25,99,23,98,14,1,2,CT,415,363-8824
54,0,211,205,128,9,1,0,0,0,102,36,83,17,53,6,5,2,NH,510,353-3351
85,0,102,270,148,11,1,0,0,0,95,17,139,23,105,7,3,3,WI,415,360-4320
150,0,126,239,285,10,3,0,0,0,99,21,73,20,100,13,6,3,MS,510,417-6252
43,0,168,244,215,11,1,0,0,0,125,29,89,21,102,10,2,3,WV,415,393-4949
35,0,106,258,213,9,0,0,0,0,129,18,129,22,77,10,3,2,MA,415,401-3156
98,0,207,176,233,12,5,0,0,0,92,35,152,15,115,10,5,3,MD,415,338-6283
112,0,217,205,186,9,2,0,0,0,76,37,100,17,91,8,3,3,PA,510,352-9017
16,0,230,206,166,11,0,1,0,0,78,39,108,17,91,7,2,3,WI,510,405-5305
98,22,278,93,108,10,0,0,0,1,89,47,143,8,42,5,5,3,TN,415,376-9249
84,0,139,199,204,8,0,0,0,0,102,24,93,17,137,9,4,2,TX,408,339-7139
94,0,234,279,234,2,1,1,0,0,103,40,109,24,121,11,2,1,OR,415,328-6011
84,0,182,131,187,9,1,0,0,0,129,31,112,11,118,8,4,2,IL,510,378-1303
66,0,167,230,192,11,1,1,0,0,91,28,68,20,118,9,5,3,DC,415,402-5155
98,31,121,219,227,12,1,0,0,1,105,21,98,19,110,10,1,3,GA,415,333-5430
74,0,221,111,240,11,0,0,0,0,124,38,94,9,112,11,3,3,ID,415,365-9696
96,26,146,192,165,10,1,0,0,1,108,25,89,16,96,7,2,3,UT,408,410-4023
119,0,223,163,161,11,1,0,0,0,122,38,107,14,112,7,6,3,KY,510,411-7649
73,0,183,242,201,8,4,0,0,0,80,31,115,21,100,9,3,2,OH,415,338-4065
92,0,264,161,199,9,0,0,1,0,91,45,115,14,73,9,5,3,WI,415,421-9401
21,0,146,110,247,7,0,0,0,0,78,25,79,9,108,11,7,2,IL,415,343-9658
122,0,157,185,197,9,4,1,0,0,134,27,122,16,59,9,5,2,DE,510,332-5521
133,0,127,251,135,10,1,0,1,0,108,22,81,21,88,6,3,3,RI,510,349-4369
145,0,188,197,167,5,2,0,0,0,110,32,117,17,108,8,4,1,TX,415,351-4288
25,0,179,141,203,8,2,0,0,0,90,30,72,12,99,9,5,2,OR,408,422-5874
64,0,97,186,189,10,2,0,0,0,80,17,90,16,92,9,6,3,NV,415,396-2324
85,0,260,242,169,5,0,0,0,0,85,44,117,21,72,8,1,1,NE,415,416-5662
126,0,257,200,188,7,3,0,0,0,112,44,90,17,122,8,5,2,MS,415,363-9663
76,0,170,124,219,10,0,0,0,0,77,29,87,11,92,10,3,3,OR,415,410-9477
113,0,240,283,238,9,2,1,0,0,47,41,110,24,88,11,3,2,DE,415,352-4418
224,0,172,160,212,5,1,1,1,0,99,29,103,14,102,10,2,1,DE,510,361-6563
117,0,240,175,210,10,0,0,0,0,84,41,106,15,93,9,2,3,AZ,408,417-4404
128,34,142,195,239,16,1,0,0,1,73,24,79,17,81,11,6,4,SD,408,372-8048
115,0,184,327,213,8,2,0,0,0,98,31,73,28,106,10,6,2,NV,415,356-3646
141,28,207,264,172,9,2,0,0,1,126,35,126,22,124,8,11,3,NM,415,351-9604
51,0,260,176,77,15,1,0,0,0,114,44,94,15,112,3,1,4,MN,510,355-9581
100,0,204,283,197,13,0,0,0,0,122,35,76,24,83,9,3,3,NJ,415,396-5189
96,45,249,140,264,10,3,0,0,1,124,42,77,12,102,12,2,3,IN,415,356-9187
112,16,222,130,200,11,1,0,0,1,110,38,123,11,108,9,3,3,DC,415,394-5537
129,0,193,186,205,11,1,0,1,0,131,33,101,16,130,9,4,3,MA,510,408-2712
163,0,122,113,180,13,1,0,0,0,129,21,108,10,97,8,7,3,ME,415,404-4486
67,40,105,216,217,10,1,0,0,1,65,18,93,18,128,10,9,3,NH,415,355-1113
140,0,173,197,209,11,3,0,0,0,91,29,106,17,128,9,5,3,AZ,408,411-4674
49,0,119,273,214,12,2,0,0,0,69,20,92,23,153,10,7,3,OR,510,376-4519
46,0,250,261,195,13,2,1,0,0,100,43,90,22,104,9,2,4,KS,510,365-5979
148,0,178,283,181,11,1,0,0,0,98,30,110,24,98,8,4,3,NE,415,382-2879
112,0,243,182,259,13,1,0,0,0,77,41,97,15,94,12,2,3,MI,510,420-1383
78,0,155,175,156,12,2,0,0,0,106,26,101,15,125,7,5,3,SC,415,411-7390
61,31,289,204,203,9,0,0,0,1,101,49,102,17,49,9,3,2,PA,408,383-8848
58,29,240,119,164,11,1,0,0,1,80,41,91,10,108,7,3,3,MT,510,387-9301
155,0,190,301,215,8,1,0,0,0,123,32,96,26,134,10,3,2,NM,415,399-3164
100,0,278,177,220,8,0,1,0,0,76,47,74,15,126,10,4,2,OH,510,385-8997
113,0,155,331,189,14,1,0,0,0,93,26,106,28,123,9,3,4,WY,510,352-6573
81,0,154,198,199,6,2,0,0,0,99,26,102,17,86,9,2,2,MI,415,408-3384
135,27,273,154,246,12,1,0,0,1,141,46,99,13,112,11,6,3,AR,510,419-6033
99,0,155,266,146,12,0,0,0,0,93,26,95,23,67,7,4,3,FL,408,336-2090
59,29,133,221,132,7,1,0,0,1,114,23,82,19,103,6,3,2,AR,510,343-7242
135,0,247,188,155,13,1,0,0,0,129,42,121,16,109,7,5,3,MO,510,376-1713
85,0,165,196,349,10,2,0,1,0,107,28,126,17,110,16,7,3,WI,408,381-5878
70,0,60,257,208,11,0,0,0,0,103,10,106,22,86,9,6,3,TX,510,390-5470
88,0,138,236,179,10,3,0,0,0,116,24,138,20,110,8,4,3,TX,510,414-4803
55,0,287,134,193,7,2,0,0,0,100,49,121,11,122,9,5,2,NM,510,382-5478
75,0,117,201,108,12,1,0,0,0,114,20,61,17,82,5,3,3,GA,415,333-7637
79,21,264,203,173,6,4,0,0,1,79,45,118,17,92,8,3,2,ID,510,341-1647
85,0,128,271,202,13,0,0,0,0,107,22,124,23,76,9,5,3,AL,408,411-4232
86,23,226,246,246,10,0,0,0,1,107,38,105,21,81,11,2,3,KS,408,339-2616
91,0,149,245,260,8,0,0,0,0,115,25,105,21,94,12,3,2,SD,510,327-3850
149,20,199,274,191,14,1,0,0,1,77,34,88,23,76,9,9,4,LA,415,328-7209
97,0,256,274,223,11,1,1,0,0,125,44,100,23,101,10,1,3,OH,408,405-6189
88,0,265,245,161,15,1,1,0,0,124,45,112,21,115,7,2,4,MA,415,418-6737
60,0,98,181,224,9,2,0,0,0,88,17,69,15,69,10,2,3,AZ,415,366-2212
54,0,160,264,116,10,2,0,0,0,99,27,64,22,70,5,7,3,KY,408,356-1420
11,28,191,220,180,6,3,0,0,1,86,32,122,19,80,8,3,2,DC,415,343-1323
109,0,184,120,154,11,0,0,0,0,120,31,119,10,86,7,3,3,WA,415,361-8239
90,0,262,221,137,10,1,0,0,0,128,45,104,19,91,6,5,3,UT,415,384-1621
115,0,148,228,300,10,3,0,0,0,109,25,117,19,90,13,9,3,RI,408,360-3525
144,18,106,108,208,10,1,0,0,1,109,18,113,9,111,9,5,3,OH,415,392-3813
91,0,134,195,281,6,0,0,0,0,75,23,87,17,89,13,2,2,NV,408,337-6898
105,23,194,220,272,9,0,0,0,1,85,33,90,19,111,12,5,2,ND,415,366-8036
71,0,178,168,182,14,3,1,1,0,113,30,94,14,111,8,3,4,NV,415,352-8327
132,36,226,182,259,11,3,1,0,1,103,38,125,15,102,12,5,3,FL,510,334-9505
112,0,170,200,258,12,1,0,0,0,103,29,71,17,100,12,4,3,MD,415,336-5702
86,32,71,167,245,11,3,0,0,1,163,12,121,14,105,11,5,3,AZ,415,392-2381
41,34,194,255,160,17,2,0,0,1,63,33,110,22,115,7,9,5,AL,510,369-6880
44,0,240,165,241,11,1,0,0,0,146,41,83,14,106,11,2,3,NE,415,416-8697
78,0,75,249,176,10,3,0,0,0,116,13,87,21,83,8,6,3,NV,408,345-3451
149,0,69,136,182,6,1,0,0,0,117,12,100,12,53,8,3,2,IL,408,379-2514
72,33,97,315,163,6,4,1,0,1,59,16,98,27,117,7,4,2,WV,510,418-6651
139,20,215,235,163,15,0,0,0,1,101,36,132,20,132,7,12,4,MI,415,421-3528
74,0,149,147,289,10,3,0,0,0,111,25,42,12,83,13,6,3,AR,510,329-9046
50,0,258,161,225,12,1,0,0,0,106,44,106,14,110,10,5,3,UT,510,406-3890
141,23,150,163,220,8,3,0,0,1,112,25,118,14,115,10,2,2,GA,510,403-8904
140,0,150,164,295,8,1,0,0,0,134,25,98,14,124,13,2,2,AZ,408,393-4086
99,0,190,158,272,11,2,0,0,0,102,32,107,13,92,12,4,3,ID,408,400-1367
166,0,181,254,112,12,1,0,0,0,108,31,54,22,94,5,6,3,HI,408,377-9473
124,0,151,187,255,5,1,0,0,0,123,26,104,16,93,11,3,1,NV,408,396-3068
74,0,156,174,257,8,0,0,0,0,116,26,63,15,97,12,4,2,MD,415,331-9293
117,0,150,256,213,13,2,0,0,0,95,25,110,22,92,10,13,4,GA,510,347-1914
85,0,222,232,224,11,3,0,0,0,132,38,101,20,75,10,2,3,GA,510,395-1962
36,16,149,132,133,7,0,0,0,1,111,25,113,11,87,6,2,2,UT,415,401-5485
102,0,234,222,147,13,0,0,1,0,103,40,131,19,106,7,3,3,MA,510,355-6560
76,0,204,293,244,11,0,0,0,0,100,35,139,25,105,11,2,3,IN,415,363-3911
165,0,243,210,228,0,1,0,0,0,126,41,65,18,126,10,0,0,VT,510,345-1998
130,0,150,231,186,12,1,0,0,0,119,26,99,20,76,8,4,3,IA,415,361-5277
78,0,209,252,280,13,0,0,0,0,119,36,132,21,120,13,7,3,IN,415,376-7145
55,0,192,256,204,14,1,1,1,0,91,33,110,22,101,9,6,4,AL,415,375-2975
92,0,131,261,244,9,2,1,1,0,113,22,122,22,98,11,2,3,ME,415,376-8573
129,33,120,279,263,6,2,0,0,1,104,20,88,24,175,12,2,2,RI,415,366-7360
18,0,274,115,251,8,1,0,0,0,93,47,116,10,120,11,4,2,MD,408,347-7898
161,0,156,180,180,11,2,0,1,0,114,27,63,15,115,8,9,3,FL,415,390-7328
93,36,179,179,127,8,2,0,0,1,134,30,102,15,82,6,4,2,CA,415,356-5491
144,0,178,287,181,12,2,0,0,0,93,30,75,24,118,8,3,3,AL,415,373-3251
75,0,211,106,176,10,4,1,1,0,61,36,119,9,63,8,4,3,ME,408,343-1965
95,0,175,244,76,8,1,0,0,0,91,30,109,21,95,3,2,2,WV,415,378-8019
126,23,114,190,240,13,3,0,0,1,102,19,103,16,111,11,7,3,SD,415,386-1548
124,28,251,225,252,8,1,0,0,1,104,43,89,19,121,11,5,2,FL,415,397-1649
93,0,217,207,222,18,1,1,1,0,61,37,120,18,110,10,5,5,MI,415,366-7247
109,26,217,146,281,9,0,0,1,1,138,37,111,12,76,13,3,3,MI,415,402-9691
80,0,206,155,264,12,0,0,0,0,97,35,98,13,82,12,12,3,NM,510,334-9806
41,0,159,126,262,11,1,0,0,0,66,27,75,11,76,12,5,3,AK,415,378-7733
136,31,143,237,228,11,2,0,0,1,88,24,65,20,120,10,5,3,OH,415,407-2248
92,0,154,330,288,6,3,1,0,0,122,26,88,28,117,13,2,2,MO,415,405-3916
143,24,187,222,235,12,1,0,0,1,69,32,116,19,138,11,5,3,KS,408,407-2081
118,26,171,200,170,10,5,1,0,1,114,29,125,17,98,8,5,3,MS,415,397-9148
193,17,124,203,205,12,1,0,0,1,102,21,81,17,129,9,3,3,VT,408,415-4857
73,0,198,279,146,15,3,0,0,0,94,34,101,24,87,7,8,4,NE,415,354-7314
62,0,173,205,241,9,2,0,0,0,101,29,97,17,90,11,8,2,VA,408,346-5611
30,30,217,214,227,7,0,0,0,1,74,37,86,18,104,10,3,2,DE,415,349-4703
60,29,266,216,108,14,0,1,1,1,113,45,94,18,82,5,12,4,AL,408,411-7778
148,14,94,194,145,18,1,0,0,1,137,16,72,16,84,7,5,5,ID,510,421-1469
96,0,98,307,183,8,2,0,0,0,100,17,88,26,120,8,1,2,MS,510,420-5990
52,0,215,159,123,9,2,0,0,0,68,37,138,13,114,6,4,3,OK,408,389-4780
87,0,168,225,170,13,1,0,0,0,92,29,100,19,99,8,3,3,NM,415,357-2735
41,0,203,154,114,9,3,0,0,0,97,34,104,13,92,5,3,2,WI,408,409-4791
112,0,261,155,131,12,1,0,0,0,108,44,102,13,90,6,2,3,WV,415,380-5286
88,0,73,161,240,8,4,1,0,0,86,12,82,14,76,11,3,2,SC,510,394-8402
122,27,254,229,191,9,7,0,0,1,84,43,109,19,123,9,5,2,KY,408,392-1616
61,0,45,151,153,10,2,0,0,0,108,8,74,13,94,7,6,3,MO,408,364-1969
87,0,231,172,68,13,1,0,0,0,105,39,108,15,136,3,6,4,IL,510,390-4152
176,0,47,168,163,11,2,0,0,0,125,8,90,14,107,7,8,3,OK,408,367-7039
30,0,227,183,192,13,0,0,0,0,88,39,100,16,134,9,3,3,MI,510,391-6607
95,22,41,133,264,12,0,0,0,1,126,7,90,11,91,12,7,3,NJ,415,379-6652
46,0,125,157,199,9,2,0,0,0,133,21,143,13,72,9,4,2,ID,415,384-1833
100,0,69,337,205,12,0,0,1,0,110,12,115,29,99,9,9,3,DC,510,403-2455
47,37,164,203,232,8,2,0,0,1,77,28,102,17,87,10,4,2,NY,415,391-1348
77,0,163,219,233,7,2,0,0,0,112,28,89,19,66,11,3,2,AL,415,408-4174
98,38,214,253,208,11,2,0,0,1,61,36,104,22,73,9,5,3,OR,415,366-4334
125,36,201,42,126,5,1,0,0,1,117,34,78,4,104,6,3,1,OK,415,406-5059
67,0,310,67,247,9,4,0,0,0,97,53,123,6,99,11,10,2,LA,510,373-6784
194,0,48,281,219,18,1,0,0,0,101,8,138,24,87,10,1,5,NE,408,408-3532
128,40,171,146,197,14,1,0,0,1,88,29,109,12,93,9,6,4,TX,415,350-8680
190,22,167,183,121,9,0,0,0,1,93,28,92,16,102,5,3,2,UT,415,398-9870
165,0,217,191,225,12,0,0,0,0,126,37,104,16,123,10,8,3,OR,415,343-3356
59,0,108,217,218,10,2,0,0,0,113,18,125,18,92,10,3,3,NY,408,415-4609
47,28,141,168,114,8,1,0,0,1,94,24,108,14,84,5,2,2,AL,408,404-5387
150,29,210,158,142,7,0,0,0,1,77,36,52,13,113,6,1,2,RI,415,415-8151
152,20,238,253,265,14,9,1,1,1,120,40,94,22,80,12,3,4,MN,415,416-2778
26,0,235,217,192,4,3,0,0,0,109,40,129,18,94,9,6,1,NC,415,393-3300
79,31,103,243,76,12,3,0,0,1,90,18,135,21,92,3,8,3,MD,510,391-7661
95,27,130,249,268,12,1,0,0,1,106,22,90,21,115,12,3,3,RI,510,339-4317
69,0,280,249,171,8,2,1,1,0,90,48,91,21,118,8,10,2,WI,510,418-6455
95,41,137,201,134,10,5,1,1,1,91,23,61,17,67,6,9,3,VT,510,378-3508
31,31,100,246,255,6,0,0,0,1,54,17,97,21,131,11,3,2,CT,415,390-9359
121,31,237,206,197,10,4,0,0,1,63,40,117,17,85,9,5,3,OK,408,364-2495
111,0,173,183,159,8,4,1,0,0,58,29,108,16,104,7,3,2,AK,415,364-7719
157,0,225,201,117,12,2,0,0,0,111,38,99,17,118,5,2,3,NY,415,421-1189
44,0,288,258,192,10,3,1,0,0,112,49,92,22,90,9,4,3,GA,510,419-8987
61,0,78,196,108,10,2,0,1,0,103,13,149,17,100,5,6,3,UT,510,402-9980
65,0,149,259,150,13,2,0,0,0,80,25,94,22,107,7,6,3,NM,415,376-5908
74,25,195,120,176,13,2,0,0,1,84,33,103,10,75,8,2,4,NE,415,400-3150
123,0,160,304,227,12,0,0,0,0,77,27,92,26,120,10,4,3,NJ,408,336-1749
58,20,195,214,237,10,1,0,0,1,110,33,89,18,92,11,2,3,TX,408,420-1259
74,0,174,251,258,8,2,1,0,0,96,30,94,21,123,12,5,2,MT,408,339-7541
125,0,132,137,308,8,2,0,0,0,97,22,100,12,119,14,6,2,CO,415,378-9029
80,0,161,237,245,11,1,0,0,0,103,27,109,20,88,11,1,3,VT,415,342-7514
53,18,147,310,179,7,0,0,0,1,107,25,84,26,130,8,7,2,RI,408,422-4956
99,28,201,264,173,9,1,0,0,1,88,34,116,22,102,8,5,2,WY,408,389-8606
99,0,146,98,231,11,1,0,0,0,106,25,106,8,83,10,5,3,ID,415,406-7261
66,29,229,257,232,8,2,0,0,1,104,39,84,22,119,10,1,2,CT,415,417-7973
97,0,211,189,123,5,3,0,0,0,76,36,100,16,102,6,4,1,ME,510,390-2891
75,37,122,271,249,11,2,0,0,1,97,21,110,23,97,11,5,3,AZ,510,385-7387
85,0,216,188,147,4,2,0,1,0,73,37,117,16,98,7,7,1,MD,510,362-2776
108,0,293,161,144,10,2,0,0,0,88,50,101,14,87,6,6,3,IN,510,329-1955
133,32,221,265,169,15,2,1,1,1,137,38,99,23,108,8,4,4,NC,408,344-3160
51,0,182,197,187,10,1,0,0,0,108,31,87,17,119,8,2,3,DE,510,406-2454
186,26,74,177,296,15,2,0,0,1,107,13,116,15,90,13,3,4,MN,415,335-3913
44,0,62,275,139,11,1,0,1,0,92,11,82,23,108,6,3,3,WI,415,355-7705
64,31,229,249,167,9,3,0,0,1,88,39,109,21,124,8,1,2,FL,408,410-7108
44,0,228,277,280,10,2,1,0,0,121,39,79,24,77,13,5,3,WV,510,419-1674
114,36,310,200,184,14,1,0,0,1,90,53,89,17,105,8,2,4,SD,415,351-7369
92,0,202,227,218,14,3,0,0,0,74,34,119,19,80,10,6,4,FL,415,349-9566
110,0,150,180,140,12,2,0,0,0,112,25,93,15,119,6,4,3,OR,408,333-3421
90,30,184,230,144,8,1,0,0,1,76,31,95,20,124,6,3,2,CO,408,393-8199
72,21,187,335,187,17,1,0,0,1,108,32,86,28,119,8,4,4,CT,408,388-4879
113,0,209,347,246,7,1,1,0,0,151,36,113,30,116,11,2,2,IN,415,353-6007
171,25,223,183,151,10,3,0,0,1,77,38,118,16,90,7,3,3,PA,415,416-1557
104,0,164,155,169,11,1,0,0,0,109,28,90,13,117,8,8,3,NM,415,356-7217
165,0,151,193,312,10,1,0,0,0,75,26,93,16,93,14,2,3,ME,408,350-2012
104,0,234,293,184,10,0,1,0,0,128,40,92,25,79,8,6,3,SD,510,420-9838
110,0,55,165,201,10,1,0,0,0,102,9,124,14,108,9,5,3,AR,408,373-6379
90,0,222,204,216,8,1,0,1,0,97,38,134,17,154,10,4,2,TX,408,355-7293
114,0,170,59,179,7,1,0,0,0,85,29,86,5,124,8,8,2,NH,415,406-4588
101,0,90,260,170,14,5,1,0,0,118,15,79,22,93,8,11,4,OK,408,345-1524
117,14,80,219,123,9,1,0,0,1,81,14,103,19,102,6,2,2,WI,408,375-8493
109,0,219,300,159,11,2,0,0,0,105,37,87,25,110,7,4,3,AL,408,361-2924
82,0,126,208,183,13,1,0,0,0,96,21,137,18,103,8,2,3,PA,408,359-6163
92,0,176,93,207,10,2,0,0,0,85,30,125,8,107,9,1,3,OK,510,411-8140
82,29,207,254,169,10,2,0,0,1,111,35,137,22,92,8,5,3,ME,510,381-9049
90,0,206,162,270,13,2,0,0,0,138,35,83,14,104,12,6,3,WV,415,344-4478
87,28,151,152,250,0,1,0,0,1,95,26,97,13,109,11,0,0,HI,408,360-2690
124,0,158,131,193,10,3,0,0,0,70,27,79,11,98,9,4,3,MN,510,410-7383
39,0,160,103,235,9,2,0,0,0,68,27,103,9,106,11,5,2,NY,408,356-1889
84,0,159,168,168,12,1,0,0,0,80,27,128,14,101,8,5,3,AZ,415,341-2360
